sample,host,viruses,count_viruses
104326-162-005,solanum lycopersicum,"['Southern tomato virus', 'Kinkell virus', 'Pepino mosaic virus', 'Penicillium stoloniferum virus F', 'Tomato brown rugose fruit virus']",5
104326-162-006,solanum lycopersicum,"['Tomato brown rugose fruit virus', 'Pepino mosaic virus', 'Botoulivirus sp.', 'Kinkell virus']",4
104326-162-007,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
104326-162-009,solanum lycopersicum,"['Tomato brown rugose fruit virus', 'Southern tomato virus', 'Pepino mosaic virus', 'Botoulivirus sp.', 'Penicillium stoloniferum virus F']",5
104326-162-010,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
104326-162-011,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
104326-162-012,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
104326-162-013,solanum lycopersicum,"['Tomato brown rugose fruit virus', 'Pepino mosaic virus', 'Botoulivirus sp.', 'Penicillium stoloniferum virus F']",4
104326-162-014,solanum lycopersicum,['Pepino mosaic virus'],1
104326-163-002,lavatera,['Cotton leaf curl Gezira virus'],1
104326-163-003,lavatera,['Cotton leaf curl Gezira virus'],1
104326-164-002,solanum lycopersicum,"['Alternanthera mosaic virus', 'Southern tomato virus', 'Tomato brown rugose fruit virus']",3
104326-164-005,solanum lycopersicum,"['Southern tomato virus', 'Tomato brown rugose fruit virus']",2
104326-164-006,solanum lycopersicum,"['Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",2
104326-166-003,lavatera,['Cotton leaf curl Gezira virus'],1
104326-166-004,lavatera,['Cotton leaf curl Gezira virus'],1
104326-166-005,lavatera,['Cotton leaf curl Gezira virus'],1
104326-167-002,euphorbia,"['Poinsettia mosaic virus', 'Poinsettia latent virus', 'Blueberry red ringspot virus']",3
104326-167-003,euphorbia,"['Poinsettia mosaic virus', 'Cucumber mosaic virus satellite RNA', 'Poinsettia latent virus', 'Blueberry red ringspot virus']",4
104326-167-004,capsicum,['Cucumber mosaic virus satellite RNA'],1
105447-001-002,dioscorea batata,['Yam mild mosaic virus'],1
105447-001-005,iris,['Yam mild mosaic virus'],1
105447-001-007,peperomia,['Sweet potato vein clearing virus'],1
105447-001-008,bougainvillea,['Sweet potato vein clearing virus'],1
105447-003-002,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-003-003,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-003-004,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105447-003-005,ipomaea batatas,"['Sweet potato badnavirus B', 'Sweet potato virus G', 'Sweet potato chlorotic stunt virus']",3
105447-003-006,ipomaea batatas,"['Sweet potato chlorotic stunt virus', 'Sweet potato virus G', 'Sweet potato badnavirus B']",3
105447-006-002,capsicum,"['Siphoviridae sp.', 'Pepper cryptic virus 2', 'Pepper cryptic virus 1', 'Insect narna-like virus 1', 'Capsicum annuum amalgavirus 1', 'Bell pepper alphaendornavirus']",6
105447-006-003,capsicum,"['Siphoviridae sp.', 'Pepper cryptic virus 2', 'Pepper cryptic virus 1', 'Myoviridae sp.', 'Insect narna-like virus 1', 'Bell pepper alphaendornavirus']",6
105447-006-004,capsicum,"['Siphoviridae sp.', 'Pepper cryptic virus 2', 'Pepper cryptic virus 1', 'Insect narna-like virus 1', 'Myoviridae sp.', 'Capsicum annuum amalgavirus 1', 'Bell pepper alphaendornavirus']",7
105447-006-005,capsicum,"['Insect narna-like virus 1', 'Capsicum annuum amalgavirus 1', 'Bacopa chlorosis virus']",3
105447-006-006,capsicum,"['Siphoviridae sp.', 'Myoviridae sp.']",2
105447-006-007,citrullus lanatus,['Cucurbit yellow stunting disorder virus'],1
105447-006-008,citrullus lanatus,"['Alternanthera mosaic virus', 'Watermelon mosaic virus']",2
105447-006-009,solanum lycopersicum,"['Southern tomato virus', 'Tomato mottle mosaic virus', 'Bacopa chlorosis virus', 'Broad bean wilt virus 1', 'Alternanthera mosaic virus']",5
105447-006-010,solanum lycopersicum,"['Siphoviridae sp.', 'Verbena latent virus', 'Tomato mosaic virus', 'Tomato chlorosis virus', 'Southern tomato virus', 'Bacopa chlorosis virus', 'Broad bean wilt virus 1', 'Alternanthera mosaic virus']",8
105447-006-011,solanum lycopersicum,"['Verbena latent virus', 'Tomato mosaic virus', 'Tomato chlorosis virus', 'Southern tomato virus', 'Human mastadenovirus C', 'Tomato mottle mosaic virus', 'Bacopa chlorosis virus', 'Broad bean wilt virus 1', 'Alternanthera mosaic virus']",9
105447-006-012,cucumis melo,"['Narnaviridae sp.', 'Siphoviridae sp.', 'Cucumis melo alphaendornavirus', 'Bacopa chlorosis virus', 'Broad bean wilt virus 1', 'Alternanthera mosaic virus']",6
105447-006-013,cucumis melo,"['Cucumber mosaic virus', 'Narnaviridae sp.', 'Human mastadenovirus C', 'Zucchini yellow mosaic virus', 'Watermelon mosaic virus', 'Cucurbit aphid-borne yellows virus', 'Alternanthera mosaic virus']",7
105447-006-014,cucumis melo,"['Cucumber mosaic virus', 'Cucurbit yellow stunting disorder virus', 'Zucchini yellow mosaic virus', 'Cucumis melo alphaendornavirus', 'Cucurbit aphid-borne yellows virus', 'Alternanthera mosaic virus']",6
105447-008-002,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-008-003,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-008-004,petunia petchoa,"['Metrivirus ME3', 'Woodruffvirus TP1604', 'Caudoviricetes sp.', 'Apple rubodvirus 1', 'Human mastadenovirus C', 'DNA virus sp.']",6
105447-008-005,petunia petchoa,"['Metrivirus ME3', 'DNA virus sp.', 'Caudoviricetes sp.', 'Human mastadenovirus C']",4
105447-008-006,petchoa callibrachoa,"['Apple rubodvirus 1', 'Petunia vein clearing virus']",2
105447-008-007,petchoa callibrachoa,"['Apple rubodvirus 1', 'Petunia vein clearing virus']",2
105447-008-008,petchoa callibrachoa,"['Petunia vein clearing virus', 'Duamitovirus peex1']",2
105447-008-009,petchoa callibrachoa,"['Petunia vein clearing virus', 'Duamitovirus peex1']",2
105447-008-010,petchoa callibrachoa,"['Petunia vein clearing virus', 'Duamitovirus peex1']",2
105447-008-011,petchoa callibrachoa,"['Petunia vein clearing virus', 'Duamitovirus peex1']",2
105447-008-012,lillium,"['Woodruffvirus TP1604', 'Caudoviricetes sp.']",2
105447-009-002,feijoa sellowiana,['Caudoviricetes sp.'],1
105447-009-003,cucumis sativus,['Caudoviricetes sp.'],1
105447-009-005,solanum lycopersicum,"['Tobacco vein clearing virus', 'Caudoviricetes sp.', 'Southern tomato virus', 'Bacopa chlorosis virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",6
105447-009-006,solanum lycopersicum,"['Tobacco vein clearing virus', 'Southern tomato virus', 'Bacopa chlorosis virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",5
105447-013-004,liriope,['Cymbidium mosaic virus'],1
105447-013-006,cymbidium,['Cymbidium mosaic virus'],1
105447-013-007,cymbidium,['Cymbidium mosaic virus'],1
105447-013-008,phalaenopsis,['Cymbidium mosaic virus'],1
105447-016-003,capsicum,['Petunia vein clearing virus'],1
105447-016-007,capsicum,"['Tomato leaf curl Bangladesh betasatellite', 'Petunia vein clearing virus', 'Insect narna-like virus 1', 'Chilli leaf curl virus', 'Bell pepper alphaendornavirus']",5
105447-016-008,capsicum,"['Tomato leaf curl Bangladesh betasatellite', 'Petunia vein clearing virus', 'Insect narna-like virus 1', 'Chilli leaf curl virus', 'Bell pepper alphaendornavirus']",5
105447-020-002,physalis peruviana,['Strawberry vein banding virus'],1
105447-020-003,phalaenopsis,['Strawberry vein banding virus'],1
105447-021-001,unknown,['Tomato ringspot virus'],1
105447-021-002,phlox stolonifera,['Tomato ringspot virus'],1
105447-021-003,phlox stolonifera,['Tomato ringspot virus'],1
105447-021-004,phlox stolonifera,['Tomato ringspot virus'],1
105447-022-002,schefflera,"['uncultured marine virus', 'Caudoviricetes sp.']",2
105447-022-003,solanum lycopersicum,"['Capsicum chlorosis orthotospovirus', 'Petunia vein clearing virus', 'Tomato brown rugose fruit virus']",3
105447-022-004,solanum lycopersicum,"['Tomato brown rugose fruit virus', 'Petunia vein clearing virus', 'Capsicum chlorosis orthotospovirus']",3
105447-022-005,hibiscus rosa sinensis,"['uncultured marine virus', 'Caudoviricetes sp.']",2
105447-023-003,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-023-004,solanum lycopersicum,"['Tobacco vein clearing virus', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
105447-023-005,solanum lycopersicum,"['Tobacco vein clearing virus', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
105447-029-022,capsicum,['Petunia vein clearing virus'],1
105447-029-024,hoya,"['Petunia vein clearing virus', 'Dioscorea bacilliform virus']",2
105447-029-026,phalaenopsis,['Citrus yellow mosaic virus'],1
105447-029-027,phalaenopsis,['Dioscorea bacilliform virus'],1
105447-029-028,phalaenopsis,['Citrus yellow mosaic virus'],1
105447-031-015,stephanotis,"['Ophiovirus ranunculi', 'Petunia vein clearing virus', 'Yam asymptomatic virus 1', 'Dioscorea bacilliform virus', 'Ranunculus white mottle virus_hele', 'Little cherry virus 2', 'Tomato spotted wilt orthotospovirus']",7
105447-031-016,stephanotis,"['Petunia vein clearing virus', 'Yam asymptomatic virus 1', 'Caudoviricetes sp.', 'Dioscorea bacilliform virus', 'Little cherry virus 2', 'Tomato spotted wilt orthotospovirus']",6
105447-031-017,hoya,"['Yam asymptomatic virus 1', 'Ophiovirus ranunculi', 'Dioscorea bacilliform virus', 'Ranunculus white mottle virus_hele', 'Petunia vein clearing virus', 'Little cherry virus 2', 'Caudoviricetes sp.', 'Tomato spotted wilt orthotospovirus']",8
105447-031-018,hoya,"['Yam asymptomatic virus 1', 'Ophiovirus ranunculi', 'Dioscorea bacilliform virus', 'Ranunculus white mottle virus_hele', 'Little cherry virus 2', 'Tomato spotted wilt orthotospovirus']",6
105447-031-019,ceropegia,"['Tomato spotted wilt orthotospovirus', 'Petunia vein clearing virus']",2
105447-031-020,calibrachoa petunia,"['Petunia vein clearing virus', 'Caudoviricetes sp.', 'Duamitovirus peex1']",3
105447-031-022,petunia,"['Petunia vein clearing virus', 'Duamitovirus peex1']",2
105447-031-024,petunia,"['Petunia vein clearing virus', 'Caudoviricetes sp.', 'Duamitovirus peex1']",3
105447-033-002,phlox,['Caudoviricetes sp.'],1
105447-033-005,unknown,"['Pepino mosaic virus', 'Penicillium stoloniferum virus F', 'Tomato brown rugose fruit virus']",3
105447-033-006,unknown,"['Tomato brown rugose fruit virus', 'Pepino mosaic virus', 'Caudoviricetes sp.', 'Penicillium stoloniferum virus F']",4
105447-033-007,unknown,"['Tobacco vein clearing virus', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
105447-033-008,unknown,"['Tobacco vein clearing virus', 'Caudoviricetes sp.', 'Tomato brown rugose fruit virus', 'Pepino mosaic virus', 'Penicillium stoloniferum virus F']",5
105447-035-003,capsicum,['Cowpea mild mottle virus'],1
105447-035-004,hibiscus syriacus,['Cowpea mild mottle virus'],1
105447-035-005,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-035-006,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-036-002,unknown,['Petunia vein clearing virus'],1
105447-036-003,unknown,"['Petunia vein clearing virus', 'Chrysanthemum stem necrosis orthotospovirus', 'Chrysanthemum stunt viroid', 'Capsicum chlorosis orthotospovirus', 'Bacopa monnieri virus 3']",5
105447-036-004,unknown,"['Chrysanthemum stem necrosis orthotospovirus', 'Bacopa monnieri virus 3', 'Chrysanthemum stunt viroid']",3
105447-036-006,unknown,['Chrysanthemum stunt viroid'],1
105447-036-007,unknown,"['Petunia vein clearing virus', 'Capsicum chlorosis orthotospovirus']",2
105447-036-008,unknown,"['Chrysanthemum stem necrosis orthotospovirus', 'Petunia vein clearing virus', 'Red clover bacilliform virus', 'Capsicum chlorosis orthotospovirus']",4
105447-036-009,unknown,"['Chrysanthemum stem necrosis orthotospovirus', 'Petunia vein clearing virus', 'Red clover bacilliform virus']",3
105447-038-006,ulmus dodoens,"['Riboviria sp.', 'Surrounding legume associated ilarvirus']",2
105447-038-008,ulmus dodoens,"['Riboviria sp.', 'Surrounding legume associated ilarvirus']",2
105447-039-002,campsis,['Apple stem grooving virus'],1
105447-039-003,malus domestica elstar,['Apple stem grooving virus'],1
105447-039-004,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105447-039-005,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105447-039-007,polyscias balfouriana,['Citrus yellow mosaic virus'],1
105447-039-013,phalaenopsis,['Citrus yellow mosaic virus'],1
105447-042-003,rhodondendron indicum,['Sweet potato leaf curl virus'],1
105447-042-004,rhodondendron indicum,"['Sweet potato leaf curl virus', 'Caudoviricetes sp.']",2
105447-042-008,hibiscus syriacus,"['Citrus viroid VI', 'Cowpea mild mottle virus', 'Papaya mottle associated virus', 'Grapevine rupestris stem pitting-associated virus', 'Apple stem pitting virus', 'Hainan betaflexivirus', 'Prokaryotic dsDNA virus sp.', 'Carlavirus PaMMaV']",8
105447-042-009,hibiscus syriacus,"['Citrus viroid VI', 'Cowpea mild mottle virus', 'Caudoviricetes sp.', 'Papaya mottle associated virus', 'Grapevine rupestris stem pitting-associated virus', 'Apple stem pitting virus', 'Hainan betaflexivirus', 'Prokaryotic dsDNA virus sp.', 'Carlavirus PaMMaV']",9
105447-042-012,cucumis sativus,['Caudoviricetes sp.'],1
105447-042-013,malus domestica,"['Prokaryotic dsDNA virus sp.', 'Caudoviricetes sp.']",2
105447-044-002,lillium,"['Stralarivirus SLRSV', 'Lettuce dieback associated virus']",2
105447-044-003,lillium,['Stralarivirus SLRSV'],1
105447-044-004,solanum lycopersicum,"['Tobacco vein clearing virus', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
105447-044-005,solanum lycopersicum,"['Pepino mosaic virus', 'Alternanthera mosaic virus', 'Muthill virus']",3
105447-044-006,solanum lycopersicum,"['Tobacco vein clearing virus', 'Pea enation mosaic virus 1', 'Pepino mosaic virus', 'Muthill virus', 'Bean yellow mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",7
105447-044-009,phaseolus vulgaris,['Phaseolus vulgaris alphaendornavirus 1'],1
105447-044-010,phaseolus vulgaris,['Phaseolus vulgaris alphaendornavirus 1'],1
105447-044-011,vicia faba,"['Pea enation mosaic virus 1', 'Pea enation mosaic virus 2', 'Lettuce dieback associated virus', 'Pea enation mosaic virus satellite RNA']",4
105447-044-012,vicia faba,"['Bean yellow mosaic virus', 'Pea enation mosaic virus 1', 'Pea enation mosaic virus 2', 'Pea enation mosaic virus satellite RNA']",4
105447-045-002,phaseolus vulgaris,"['Erysiphe necator associated ourmia-like virus 16', 'Scleroulivirus xiplasmoparae', 'Erysiphe necator associated ourmia-like virus 21']",3
105447-045-003,ipomoae batatas bellevue,"['Sweet potato badnavirus C', 'Sweet potato symptomless virus 1', 'Sweet potato badnavirus B', 'Sweet potato pakakuy virus']",4
105447-045-004,ipomoae batatas bellevue,"['Sweet potato badnavirus C', 'Sweet potato symptomless virus 1', 'Sweet potato badnavirus B', 'Sweet potato pakakuy virus']",4
105447-045-005,cucurbita pepo,['Lagenaria siceraria associated mitovirus'],1
105447-045-006,cucurbita pepo,['Lagenaria siceraria associated mitovirus'],1
105447-045-007,capsicum annuum,"['Bell pepper alphaendornavirus', 'Insect narna-like virus 1', 'Tomato spotted wilt orthotospovirus']",3
105447-045-008,capsicum annuum,"['Tomato spotted wilt orthotospovirus', 'Insect narna-like virus 1', 'Bell pepper alphaendornavirus']",3
105447-045-011,prunus,"['Erysiphe necator associated ourmia-like virus 16', 'Scleroulivirus xiplasmoparae', 'Erysiphe necator associated ourmia-like virus 21']",3
105447-046-002,capsicum annuum,"['Tomato spotted wilt orthotospovirus', 'Insect narna-like virus 1', 'Bell pepper alphaendornavirus']",3
105447-046-003,capsicum annuum,"['Tomato spotted wilt orthotospovirus', 'Insect narna-like virus 1', 'Bell pepper alphaendornavirus']",3
105447-046-004,ipomaea batatas,"['Caudoviricetes sp.', 'Sweet potato pakakuy virus', 'Sweet potato symptomless virus 1', 'Sweet potato badnavirus A', 'Sweet potato badnavirus B']",5
105447-046-005,ipomaea batatas,"['Caudoviricetes sp.', 'Sweet potato pakakuy virus', 'Sweet potato symptomless virus 1', 'Sweet potato badnavirus A', 'Sweet potato badnavirus B']",5
105447-046-007,capsicum annuum,"['Insect narna-like virus 1', 'Bell pepper alphaendornavirus']",2
105447-048-004,glycine max,['Erysiphe necator associated ourmia-like virus 21'],1
105447-048-006,cucurbita pepo,['Mitoviridae sp.'],1
105447-048-008,gladiolus,"['Mitoviridae sp.', 'Unuamitovirus fuci2']",2
105447-048-010,cucumis sativus,['Erysiphe necator associated ourmia-like virus 21'],1
105447-048-012,ipomaea batatas,"['Unuamitovirus fuci2', 'Sweet potato pakakuy virus']",2
105447-048-014,ipomaea batatas,['Sweet potato virus G'],1
105447-048-015,ipomaea batatas,"['Sweet potato chlorotic stunt virus', 'Sweet potato pakakuy virus']",2
105447-048-016,ipomaea batatas,"['Sweet potato virus G', 'Sweet potato feathery mottle virus', 'Sweet potato virus C']",3
105447-048-017,ipomaea batatas,"['Sweet potato virus G', 'Sweet potato feathery mottle virus', 'Sweet potato virus C']",3
105447-048-018,batatas bellevue,"['Sweet potato virus C', 'Sweet potato virus G', 'Sweet potato chlorotic stunt virus']",3
105447-048-019,ipomaea batatas,['Sweet potato chlorotic stunt virus'],1
105447-050-002,ipomaea batatas,"['Sweet potato pakakuy virus', 'Sweet potato symptomless virus 1', 'Unuamitovirus fuco1', 'Sweet potato badnavirus A', 'Sweet potato badnavirus B', 'Fusarium mangiferae mitovirus 4']",6
105447-050-003,ipomaea batatas,"['Erysiphe necator associated ourmia-like virus 42', 'Sweet potato pakakuy virus']",2
105447-050-004,ipomaea batatas,"['Fusarium mangiferae mitovirus 5', 'Caudoviricetes sp.', 'Sweet potato pakakuy virus', 'Unuamitovirus fuco1', 'Sweet potato badnavirus B', 'Unuamitovirus fugl1', 'Fusarium mangiferae mitovirus 4']",7
105447-050-005,ipomaea batatas,"['Caudoviricetes sp.', 'Sweet potato badnavirus B']",2
105447-050-006,ipomaea batatas,"['Erysiphe necator associated ourmia-like virus 42', 'Fusarium mangiferae mitovirus 5', 'Caudoviricetes sp.', 'Sweet potato pakakuy virus', 'Sweet potato symptomless virus 1', 'Unuamitovirus fuco1', 'Sweet potato badnavirus A', 'Sweet potato badnavirus B', 'Unuamitovirus fugl1', 'Fusarium mangiferae mitovirus 4']",10
105447-050-007,calibrachoa,['Caudoviricetes sp.'],1
105447-050-008,petchoa,['Caudoviricetes sp.'],1
105447-050-009,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-050-010,solanum lycopersicum,"['Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",3
105447-050-011,solanum lycopersicum,"['Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-052-003,rhodondendron indica,['Caudoviricetes sp.'],1
105447-052-005,rhodondendron indica,['Caudoviricetes sp.'],1
105447-054-022,solanum lycopersicum,"['Pepino mosaic virus', 'Southern tomato virus', 'Tomato brown rugose fruit virus']",3
105447-054-024,solanum lycopersicum,"['Pepino mosaic virus', 'Southern tomato virus', 'Tomato brown rugose fruit virus']",3
105447-054-025,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-054-026,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-055-002,zea mays,['Maize dwarf mosaic virus'],1
105447-057-002,solanum melongena,['Pepino mosaic virus'],1
105447-057-003,solanum lycopersicum,['Pepino mosaic virus'],1
105447-057-005,capsicum,"['Pepper mild mottle virus', 'Tomato spotted wilt orthotospovirus']",2
105447-057-006,capsicum,"['Tomato spotted wilt orthotospovirus', 'Pepper mild mottle virus', 'Petunia vein clearing virus']",3
105447-057-007,solanum lycopersicum,['Pepino mosaic virus'],1
105447-057-008,capsicum,"['Tomato spotted wilt orthotospovirus', 'Petunia vein clearing virus']",2
105447-062-001,solanum lycopersicum,['Caudoviricetes sp.'],1
105447-062-002,capsicum annuum,['Petuvirus venapetuniae'],1
105447-062-003,dahlia,"['Petuvirus venapetuniae', 'Caudoviricetes sp.']",2
105447-065-010,euphorbia pulcherrima,"['Poinsettia mosaic virus', 'Poinsettia latent virus', 'Soymovirus maculavaccinii']",3
105447-065-011,euphorbia pulcherrima,"['Poinsettia mosaic virus', 'Poinsettia latent virus', 'Soymovirus maculavaccinii']",3
105447-065-012,urtica,['Caudoviricetes sp.'],1
105447-065-013,solanum lycopersicum,['Amalgavirus lycopersici'],1
105447-065-014,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-065-015,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-065-016,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus', 'Caudoviricetes sp.', 'Tomato brown rugose fruit virus']",4
105447-068-002,euphorbia pulcherrima,"['Poinsettia mosaic virus', 'Poinsettia latent virus', 'Soymovirus maculavaccinii']",3
105447-068-003,euphorbia pulcherrima,"['Poinsettia mosaic virus', 'Poinsettia latent virus', 'Soymovirus maculavaccinii']",3
105447-068-004,solanum betaceum,['Caudoviricetes sp.'],1
105447-068-006,hibiscus syriacus,"['Citrus viroid VI', 'Caudoviricetes sp.', 'uncultured virus']",3
105447-068-007,hibiscus syriacus,"['Citrus viroid VI', 'Caudoviricetes sp.', 'uncultured virus']",3
105447-068-008,physalis peruviana,['Caudoviricetes sp.'],1
105447-070-002,solanum lycopersicum,['Pepino mosaic virus'],1
105447-070-003,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus']",2
105447-070-004,solanum lycopersicum,['Amalgavirus lycopersici'],1
105447-070-005,nicotiana benthamiana,"['Petuvirus venapetuniae', 'Cucumber green mottle mosaic virus', 'Solendovirus venaipomeae']",3
105447-070-006,nicotiana benthamiana,"['Petuvirus venapetuniae', 'Plantain virus X', 'Cucumber green mottle mosaic virus', 'Solendovirus venaipomeae']",4
105447-070-007,nicotiana benthamiana,"['Plantain virus X', 'Cucumber green mottle mosaic virus']",2
105447-070-008,nicotiana benthamiana,"['Petuvirus venapetuniae', 'Cucumber green mottle mosaic virus']",2
105447-073-002,urtica dioca,"['Picris cytorhabdovirus 1', 'Badnavirus venaribis']",2
105447-073-003,urtica dioca,"['Picris cytorhabdovirus 1', 'Badnavirus venaribis']",2
105447-073-004,solanum lycopersicum,"['Pepino mosaic virus', 'La Jolla virus', 'Tomato brown rugose fruit virus']",3
105447-073-005,solanum lycopersicum,"['Pepino mosaic virus', 'La Jolla virus', 'Tomato brown rugose fruit virus']",3
105447-073-006,capsicum annuum,"['Pepper vein yellows virus', 'Insect narna-like virus 1', 'Pepper cryptic virus 2']",3
105447-073-008,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-073-009,capsicum,"['Pepper vein yellows virus', 'Insect narna-like virus 1', 'Pepper cryptic virus 2']",3
105447-075-002,hibiscus rosa sinensis,['Citrus viroid VI'],1
105447-075-003,hibiscus rosa sinensis,['Citrus viroid VI'],1
105447-075-005,hibiscus syriacus ‘marina’,['Citrus viroid VI'],1
105447-075-005,hibiscus rosa sinensis,['Citrus viroid VI'],1
105447-075-006,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105447-075-007,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",4
105447-075-008,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",4
105447-076-001,unknown,"['Petuvirus venapetuniae', 'Orthotospovirus capsiciflavi']",2
105447-076-003,capsicum annuum,"['Petuvirus venapetuniae', 'Orthotospovirus capsiciflavi', 'Potato virus Y']",3
105447-076-004,capsicum annuum,['Potato virus Y'],1
105447-077-002,calibrachoa,['Petuvirus venapetuniae'],1
105447-077-003,calibrachoa,"['Petuvirus venapetuniae', 'Duamitovirus peex1']",2
105447-077-004,petchoa,"['Petuvirus venapetuniae', 'Duamitovirus peex1']",2
105976-004-002,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
105976-004-004,solanum lycopersicum,"['Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",3
105976-004-005,solanum lycopersicum,"['Amalgavirus lycopersici', 'Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",4
105976-004-006,solanum lycopersicum,"['Pepino mosaic virus', 'Alternanthera mosaic virus']",2
105976-005-003,physalis peruviana,"['Tobacco mosaic virus', 'Cape gooseberry ilarvirus 1', 'Physalis vein necrosis virus', 'Nepovirus aeonii', 'Potato yellowing virus', 'Nepovirus nicotianae']",6
105976-005-004,cyrtostachys renda,"['Tobacco mosaic virus', 'Cape gooseberry ilarvirus 1', 'Physalis vein necrosis virus', 'Nepovirus aeonii', 'Potato yellowing virus', 'Nepovirus nicotianae']",6
105976-005-005,veitchia merrilii,['Dioscovirus dioscoreae'],1
105976-005-006,cymbidium,['Dioscovirus dioscoreae'],1
105976-005-008,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-005-009,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-007-005,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105976-007-006,solanum lycopersicum,"['Tomato chlorosis virus', 'Pepino mosaic virus']",2
105976-007-009,solanum lycopersicum,"['Tomato chlorosis virus', 'Pepino mosaic virus']",2
105976-007-010,solanum lycopersicum,['Tomato brown rugose fruit virus'],1
105976-011-002,solanum acroscopicum,['Solendovirus venanicotianae'],1
105976-011-003,solanum acroscopicum,['Pepper cryptic virus 2'],1
105976-011-021,solanum lycopersicum,"['Amalgavirus lycopersici', 'Solendovirus venanicotianae', 'Tomato brown rugose fruit virus']",3
105976-011-022,solanum lycopersicum,"['Solendovirus venanicotianae', 'Alternanthera mosaic virus', 'Caudoviricetes sp.', 'Tomato brown rugose fruit virus']",4
105976-011-023,capsicum annuum,"['Tomato brown rugose fruit virus', 'Pepper cryptic virus 2']",2
105976-011-024,solanum lycopersicum,"['Tymovirales sp.', 'Pepino mosaic virus', 'Alternanthera mosaic virus', 'Tomato brown rugose fruit virus']",4
105976-011-025,solanum lycopersicum,"['Caudoviricetes sp.', 'Amalgavirus lycopersici', 'Pepino mosaic virus', 'Tymovirales sp.', 'Tomato brown rugose fruit virus']",5
105976-012-002,solanum betaceum,"['Solendovirus venanicotianae', 'Potato virus Y']",2
105976-012-003,capsicum annuum,"['Petuvirus venapetuniae', 'Potato virus Y']",2
105976-012-004,solanum macrocarpon,"['Petuvirus venapetuniae', 'Solendovirus venanicotianae']",2
105976-012-005,solanum lycopersicum,"['Pepino mosaic virus', 'Tomato brown rugose fruit virus']",2
105976-012-006,solanum lycopersicum,"['Solendovirus venanicotianae', 'Pepino mosaic virus', 'Tomato brown rugose fruit virus']",3
